Series Name,Country Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Research and development expenditure (% of GDP),Malaysia,0.468989998,,0.652540028,,0.599900007,,0.611060023,,0.78846997,1.010010004,1.036080003,1.033419967,1.092689991,,1.26275003,1.279450059,1.415169954,,1.040259957,,0.950879991
Research and development expenditure (% of GDP),Maldives,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Mali,,,,,,,,0.218549997,,,0.583599985,,,,,0.314619988,,0.291979998,,0.157680005,
Research and development expenditure (% of GDP),Malta,,,0.238309994,0.235660002,0.48822999,0.528930008,0.578440011,0.54539001,0.526669979,0.507399976,0.587409973,0.665059984,0.804319978,0.743359983,0.691789985,0.715149999,0.556890011,0.55211997,0.576089978,0.56427002,0.654410005
Research and development expenditure (% of GDP),Marshall Islands,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Mauritania,,,,,,,,,,,,,,,,,,,0.01019,,
Research and development expenditure (% of GDP),Mauritius,0.284020007,0.362569988,0.368050009,0.32604,0.368180007,0.360529989,,,,,,,0.177729994,,,,,0.354229987,0.333869994,0.35699001,0.403239995
Research and development expenditure (% of GDP),Mexico,0.306129992,0.324180007,0.354299992,0.393139988,0.38815999,0.398440003,0.369219989,0.398330003,0.443870008,0.47953999,0.49485001,0.471289992,0.420960009,0.425029993,0.435299993,0.429430008,0.387780011,0.328319997,0.307110012,0.283939987,0.296380013
Research and development expenditure (% of GDP),"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Moldova,,,,0.324050009,0.349029988,0.398649991,0.406219989,0.545570016,0.534630001,0.525569975,0.36649999,0.337639987,0.349070013,0.297829986,0.314630002,0.30735001,0.280039996,0.257889986,0.256260008,0.241449997,0.23511
Research and development expenditure (% of GDP),Monaco,,,,,0.037190001,0.038210001,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Mongolia,0.187570006,0.26749,0.251729995,0.251800001,0.267769992,0.237760007,0.191210002,0.23827,0.336670011,0.304780006,0.244379997,0.230540007,0.239130005,0.232460007,0.223399997,0.156399995,0.183449998,0.134200007,0.101609997,0.092699997,0.13301
Research and development expenditure (% of GDP),Montenegro,,,,0.797720015,1.018740058,0.924430013,1.229910016,1.145210028,,,,0.314850003,,0.374309987,0.363200009,0.374000013,0.324539989,0.34898001,0.503740013,0.363279998,
Research and development expenditure (% of GDP),Morocco,,0.546299994,0.471789986,0.565880001,,,0.549870014,,,,0.660359979,,,,,,,,,,
Research and development expenditure (% of GDP),Mozambique,,,0.373140007,,,,0.412129998,,0.140009999,,0.386350006,,,,,0.313120008,,,,,
Research and development expenditure (% of GDP),Myanmar,0.121699996,0.083099999,0.198870003,,,,,,,,,,,,,,,0.034839999,0.063539997,0.089259997,0.148969993
Research and development expenditure (% of GDP),Namibia,,,,,,,,,,,0.139630005,,,,0.349860013,,,,,,
Research and development expenditure (% of GDP),Nauru,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Nepal,,,,,,,,,0.054389998,0.259240001,0.30219999,,,,,,,,,,
Research and development expenditure (% of GDP),Netherlands,1.789800048,1.796090007,1.745429993,1.783900023,1.789010048,1.773880005,1.740669966,1.670300007,1.622689962,1.665699959,1.704040051,1.881309986,1.916270018,2.15605998,2.173300028,2.14605999,2.150810003,2.178570032,2.138799906,2.184350014,2.321820021
Research and development expenditure (% of GDP),New Caledonia,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),New Zealand,,1.100289941,,1.148910046,,1.120429993,,1.15763998,,1.252140045,,1.232249975,,1.15339005,,1.228170037,,1.349120021,,1.406409979,
Research and development expenditure (% of GDP),Nicaragua,,,0.034929998,,,,,,,,,0.083439998,0.104489997,0.102839999,0.08935,0.107419997,,,,,
Research and development expenditure (% of GDP),Niger,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Nigeria,,,,,,,,0.132229999,,,,,,,,,,,,,
Research and development expenditure (% of GDP),North Macedonia,0.418879986,0.293099999,0.244609997,0.210639998,0.232370004,0.228249997,0.193729997,0.170929998,0.223580003,0.196789995,0.216340005,0.222760007,0.326759994,0.438939989,0.516460001,0.44411999,0.435849994,0.354389995,0.363669991,0.367830008,0.372640014
Research and development expenditure (% of GDP),Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Norway,,1.560199976,1.626449943,1.675719976,1.53974998,1.477149963,1.449720025,1.557940006,1.545560002,1.716779947,1.641199946,1.617140055,1.610530019,1.642160058,1.703690052,1.923499942,2.032870054,2.081670046,2.03482008,2.135999918,2.24435997
Research and development expenditure (% of GDP),Oman,,,,,,,,,,,,0.119620003,0.182809994,0.148540005,0.185880005,0.218659997,0.226909995,0.199249998,0.190310001,0.272549987,0.315990001
Research and development expenditure (% of GDP),Pakistan,0.115659997,0.151649997,0.198870003,,,0.398490012,,0.632499993,,0.448060006,,0.329169989,,0.292849988,,0.24605,,0.212139994,,0.17475,
Research and development expenditure (% of GDP),Palau,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Panama,0.362639993,0.360740006,0.342200011,0.321090013,0.226459995,0.231830001,0.235369995,0.181720003,0.190650001,0.132100001,0.144529998,0.173040003,0.075340003,0.062059999,0.140520006,0.120329998,0.144940004,0.147180006,0.117200002,0.119039997,0.210329995
Research and development expenditure (% of GDP),Papua New Guinea,,,,,,,,,,,,,,,,,0.031580001,,,,
Research and development expenditure (% of GDP),Paraguay,,0.066990003,0.074929997,0.061349999,0.060660001,0.060910001,,,0.041129999,,,0.042160001,0.065169998,0.071630001,0.079010002,0.09674,0.116760001,0.148880005,0.146840006,0.137510002,0.156969994
Research and development expenditure (% of GDP),Peru,0.112659998,0.110959999,0.106140003,0.108130001,0.155780002,,,,,,,0.082819998,0.055300001,0.081739999,0.108050004,0.117020003,0.120080002,0.120849997,0.126829997,0.156959996,0.171719998
Research and development expenditure (% of GDP),Philippines,,,0.132630005,0.125269994,,0.106919996,,0.104979999,,0.109010004,,0.112219997,,0.132070005,,0.156829998,,,0.322219998,,
Research and development expenditure (% of GDP),Poland,0.640779972,0.621590018,0.55675,0.538060009,0.55250001,0.562780023,0.551020026,0.561930001,0.599439979,0.661059976,0.726189971,0.752210021,0.889970005,0.884829998,0.950760007,1.004230022,0.968209982,1.037850022,1.206099987,1.323349953,1.386080027
Research and development expenditure (% of GDP),Portugal,0.721560001,0.76481998,0.72183001,0.698019981,0.729300022,0.757550001,0.954479992,1.124169946,1.443349957,1.580010056,1.535290003,1.457409978,1.378610015,1.324679971,1.289919972,1.243299961,1.280750036,1.319280028,1.349550009,1.395619988,1.613919973
Research and development expenditure (% of GDP),Puerto Rico,,,,,,,,,,0.451310009,,,,0.43858999,,0.428829998,,,,,
Research and development expenditure (% of GDP),Qatar,,,,,,,,,,,,,0.478599995,,,0.518830001,,,0.531289995,,
Research and development expenditure (% of GDP),Romania,0.366259992,0.391290009,0.377209991,0.397080004,0.389420003,0.412620008,0.456820011,0.511479974,0.552150011,0.443949997,0.446660012,0.474590003,0.462399989,0.390240014,0.382079989,0.487960011,0.48864001,0.506929994,0.497289985,0.47615999,0.465380013
Research and development expenditure (% of GDP),Russian Federation,1.04982996,1.176939964,1.246520042,1.286030054,1.151329994,1.067970037,1.072939992,1.116109967,1.044350028,1.251919985,1.130200028,1.015450001,1.027660012,1.027320027,1.072409987,1.100849986,1.102380037,1.109670043,0.990019977,1.03531003,1.090989947
Research and development expenditure (% of GDP),Rwanda,,,,,,,,,,,,,,,,,0.649439991,,,0.758729994,
Research and development expenditure (% of GDP),Samoa,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),San Marino,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Saudi Arabia,,,,0.06233,0.053149998,0.042300001,0.04245,0.04521,0.04902,0.073380001,0.884000003,0.890680015,0.869899988,0.807359993,,,,,,,0.498019993
Research and development expenditure (% of GDP),Senegal,,,,,,,,,0.293740004,,0.434300005,,,,,0.577199996,,,,,
Research and development expenditure (% of GDP),Serbia,0.85424,0.304010004,0.639680028,0.491380006,0.289530009,0.395300001,0.439850003,0.578769982,0.669659972,0.817300022,0.702279985,0.683340013,0.853160024,0.683669984,0.723089993,0.810899973,0.83822,0.872380018,0.918910027,0.886669993,0.905579984
Research and development expenditure (% of GDP),Seychelles,,0.399679989,0.382600009,0.38707,0.32574001,0.283930004,,,,,,,,,,,0.216849998,,,,
Research and development expenditure (% of GDP),Sierra Leone,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Singapore,1.816990018,2.009299994,2.032819986,1.996790051,2.078589916,2.148060083,2.116559982,2.319859982,2.596740007,2.127899885,1.929180026,2.069550037,1.918329954,1.921040058,2.082279921,2.174449921,2.07291007,1.899049997,1.809579968,1.885059953,2.163049936
Research and development expenditure (% of GDP),Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Slovak Republic,0.638059974,0.624650002,0.563139975,0.561460018,0.500689983,0.493319988,0.47488001,0.447459996,0.461369991,0.472719997,0.605499983,0.652549982,0.794610023,0.820050001,0.876999974,1.157269955,0.788569987,0.884559989,0.83555001,0.822409987,0.897809982
Research and development expenditure (% of GDP),Slovenia,1.359820008,1.467669964,1.443249941,1.247910023,1.37026,1.417780042,1.537050009,1.427029967,1.626729965,1.811840057,2.05133009,2.412970066,2.560610056,2.564870119,2.365479946,2.195650101,2.007639885,1.865300059,1.945940018,2.041280031,2.142659903
Research and development expenditure (% of GDP),Solomon Islands,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Somalia,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),South Africa,,0.642239988,,0.676500022,0.726809978,0.770240009,0.80290997,0.793640018,0.805670023,0.749930024,0.662840009,0.66753,0.669340014,0.663299978,0.709869981,0.731469989,0.749920011,0.762570024,0.687730014,0.614300013,0.603600025
Research and development expenditure (% of GDP),South Sudan,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Spain,0.882759988,0.888329983,0.959710002,1.02373004,1.040889978,1.099560022,1.177019954,1.240530014,1.325000048,1.363639951,1.35995996,1.333410025,1.298760056,1.27481997,1.241590023,1.221789956,1.189859986,1.209769964,1.241510034,1.250249982,1.410390019
Research and development expenditure (% of GDP),Sri Lanka,0.143920004,,,,0.182099998,,0.174199998,,0.114440002,,0.132410005,,,0.0973,0.096050002,0.102909997,0.120339997,0.118179999,0.119489998,,0.115970001
Research and development expenditure (% of GDP),St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),St. Lucia,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),St. Martin (French part),,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),St. Vincent and the Grenadines,,0.04008,0.113899998,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Sudan,0.472770005,0.374830008,0.322470009,0.280800015,0.238250002,0.224999994,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Suriname,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Sweden,,3.873800039,,3.579479933,3.361289978,3.35958004,3.474999905,3.233829975,3.469990015,3.395279884,3.167890072,3.187020063,3.230249882,3.260420084,3.101840019,3.219029903,3.247359991,3.362790108,3.321059942,3.387579918,3.489599943
Research and development expenditure (% of GDP),Switzerland,2.263859987,,,,2.608180046,,,,2.652960062,,,,2.874569893,,,3.078320026,,3.076980114,,3.196799994,
Research and development expenditure (% of GDP),Syrian Arab Republic,,,,,,,,,,,,,,,,0.01942,,,,,
Research and development expenditure (% of GDP),Tajikistan,,0.089529999,0.07068,0.068850003,0.066969998,0.095700003,0.107320003,0.067780003,0.06983,0.085770003,0.089139998,0.121480003,0.114320002,0.11851,0.116240002,0.103399999,0.106219999,0.109569997,0.094010003,0.093670003,0.08969
Research and development expenditure (% of GDP),Tanzania,,,,,,,,0.334619999,,,0.373070002,,,0.514559984,,,,,,,
Research and development expenditure (% of GDP),Thailand,0.244709998,0.252310008,0.230550006,0.245340005,0.238279998,0.218889996,0.232710004,0.200800002,0.203309998,0.234549999,,0.36146,,0.44163999,0.479880005,0.61609,0.778289974,1.001659989,1.113739967,1.143169999,1.328189969
Research and development expenditure (% of GDP),Timor-Leste,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Togo,,,,,,,,,,,0.172749996,,0.164279997,,0.196140006,,,,,,
Research and development expenditure (% of GDP),Tonga,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Trinidad and Tobago,0.108000003,0.104170002,0.131779999,0.115010001,0.114409998,0.114309996,0.072329998,0.059220001,0.030719999,0.056650002,0.047710001,0.040240001,0.041590001,0.054110002,0.076530002,0.080480002,0.087090001,0.086060002,0.082220003,0.059409998,0.064340003
Research and development expenditure (% of GDP),Tunisia,,,0.54302001,0.650439978,0.730949998,0.711950004,0.677290022,0.665400028,0.639330029,0.706439972,0.658060014,0.674579978,0.649370015,0.637000024,0.619880021,0.59412998,0.565389991,0.699540019,0.716449976,0.746580005,
Research and development expenditure (% of GDP),Turkiye,0.465579987,0.522469997,0.509039998,0.465319991,0.497130007,0.563809991,0.552919984,0.686160028,0.687409997,0.803619981,0.793690026,0.793929994,0.825950027,0.812059999,0.856400013,0.876890004,1.119789958,1.176319957,1.27173996,1.321460009,1.367570043
Research and development expenditure (% of GDP),Turkmenistan,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Tuvalu,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Uganda,,,0.367559999,0.256119996,0.260560006,0.21514,0.300330013,0.388209999,0.326319993,0.255470008,0.359899998,,,,0.142649993,,,,,,
Research and development expenditure (% of GDP),Ukraine,0.929040015,0.989440024,0.962689996,1.071660042,1.04392004,0.995180011,0.914030015,0.818690002,0.809909999,0.82595998,0.802789986,0.710900009,0.723630011,0.73299998,0.650340021,0.614769995,0.483390003,0.448790014,0.471130013,0.433840007,0.403180003
Research and development expenditure (% of GDP),United Arab Emirates,,,,,,,,,,,,0.486220002,,,0.675230026,0.865700006,0.931800008,,1.263890028,1.310649991,1.488309979
Research and development expenditure (% of GDP),United Kingdom,1.609060049,1.596580029,1.613729954,1.579620004,1.529979944,1.549049973,1.575399995,1.617089987,1.607859969,1.666599989,1.63496995,1.645210028,1.576310039,1.620110035,2.264499903,2.270270109,2.311450005,2.323199987,2.704819918,2.665519953,2.931440115
Research and development expenditure (% of GDP),United States,2.619839907,2.637150049,2.547450066,2.550149918,2.486860037,2.501929998,2.545449972,2.615159988,2.744810104,2.791820049,2.714449883,2.738029957,2.672840118,2.702150106,2.717859983,2.786999941,2.853499889,2.904320002,3.010099888,3.170490026,3.4677701
Research and development expenditure (% of GDP),Uruguay,0.209250003,,0.238179997,,,0.460310012,0.363849998,0.42159,0.374410003,0.402390003,0.32881999,0.329620004,0.308079988,0.291180015,0.317070007,0.351090014,0.37391001,0.440519989,0.50594002,0.426670015,0.446619987
Research and development expenditure (% of GDP),Uzbekistan,0.360630006,0.34544,0.293559998,0.268249989,0.270410001,0.237409994,0.223949999,0.217209995,0.193540007,0.203150004,0.154300004,0.148770005,0.15512,0.155000001,0.153349996,0.164969996,0.17238,0.148340002,0.123939998,0.113059998,0.138500005
Research and development expenditure (% of GDP),Vanuatu,,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),"Venezuela, RB",,,,,,0.189070001,0.317420006,0.201100007,0.238030002,0.240140006,0.188229993,0.152960002,0.250099987,0.318529993,0.33713001,,,,,,
Research and development expenditure (% of GDP),Viet Nam,,,0.192729995,,,,,,,,,0.149550006,,0.299320012,,0.356290013,,0.418949991,,0.41652,
Research and development expenditure (% of GDP),Virgin Islands (U.S.),,,0.06617,0.037760001,0.03424,0.02936,0.03122,0.027170001,,,,,,,,,,,,,
Research and development expenditure (% of GDP),West Bank and Gaza,,,,,,,,0.197229996,0.14914,0.356460005,0.361559987,,,0.454340011,,,,,,,
Research and development expenditure (% of GDP),"Yemen, Rep.",,,,,,,,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),Zambia,,,0.00544,0.00847,0.022229999,0.02493,,,0.278189987,,,,,,,,,,,,
Research and development expenditure (% of GDP),Zimbabwe,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (constant LCU),Afghanistan,,,,,,,,,,,,,,,,,,,,,1.61E+11
